Name,Species,Type,Gender,Origin,Status,location,Image,Character URL
Doofus Rick,Human,,Male,"{'name': 'Earth (J19ζ7)', 'url': 'https://rickandmortyapi.com/api/location/31'}",unknown,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/103.jpeg,https://rickandmortyapi.com/api/character/103
Doom-Nomitron,Alien,Shapeshifter,unknown,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Dorian 5', 'url': 'https://rickandmortyapi.com/api/location/29'}",https://rickandmortyapi.com/api/character/avatar/104.jpeg,https://rickandmortyapi.com/api/character/104
Dr. Glip-Glop,Alien,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'St. Gloopy Noops Hospital', 'url': 'https://rickandmortyapi.com/api/location/16'}",https://rickandmortyapi.com/api/character/avatar/105.jpeg,https://rickandmortyapi.com/api/character/105
Dr. Schmidt,Human,Game,Male,"{'name': 'Roy: A Life Well Lived', 'url': 'https://rickandmortyapi.com/api/location/32'}",unknown,"{'name': 'Roy: A Life Well Lived', 'url': 'https://rickandmortyapi.com/api/location/32'}",https://rickandmortyapi.com/api/character/avatar/106.jpeg,https://rickandmortyapi.com/api/character/106
Dr. Wong,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/107.jpeg,https://rickandmortyapi.com/api/character/107
Dr. Xenon Bloom,Humanoid,Amoeba-Person,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Anatomy Park', 'url': 'https://rickandmortyapi.com/api/location/5'}",https://rickandmortyapi.com/api/character/avatar/108.jpeg,https://rickandmortyapi.com/api/character/108
Duck With Muscles,Parasite,Alien,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/109.jpeg,https://rickandmortyapi.com/api/character/109
Eli,Human,,Male,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",Alive,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/110.jpeg,https://rickandmortyapi.com/api/character/110
Eli's Girlfriend,Human,,Female,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",Alive,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/111.jpeg,https://rickandmortyapi.com/api/character/111
Eric McMan,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/112.jpeg,https://rickandmortyapi.com/api/character/112
Eric Stoltz Mask Morty,Human,,Male,"{'name': 'Eric Stoltz Mask Earth', 'url': 'https://rickandmortyapi.com/api/location/33'}",unknown,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/113.jpeg,https://rickandmortyapi.com/api/character/113
Ethan,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/115.jpeg,https://rickandmortyapi.com/api/character/115
Evil Beth Clone,Human,Clone,Female,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/116.jpeg,https://rickandmortyapi.com/api/character/116
Evil Jerry Clone,Human,Clone,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/117.jpeg,https://rickandmortyapi.com/api/character/117
Evil Morty,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/118.jpeg,https://rickandmortyapi.com/api/character/118
Evil Rick,Humanoid,Robot,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/119.jpeg,https://rickandmortyapi.com/api/character/119
Evil Summer Clone,Human,Clone,Female,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/120.jpeg,https://rickandmortyapi.com/api/character/120
Eyehole Man,Alien,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/121.jpeg,https://rickandmortyapi.com/api/character/121
Fart,Alien,Interdimensional gaseous being,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/122.jpeg,https://rickandmortyapi.com/api/character/122
Fat Morty,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/123.jpeg,https://rickandmortyapi.com/api/character/123
Father Bob,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/124.jpeg,https://rickandmortyapi.com/api/character/124
Flansian,Alien,Flansian,unknown,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/125.jpeg,https://rickandmortyapi.com/api/character/125
Fleeb,Alien,,unknown,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/126.jpeg,https://rickandmortyapi.com/api/character/126
Frank Palicky,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Dead,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/127.jpeg,https://rickandmortyapi.com/api/character/127
Frankenstein's Monster,Alien,Parasite,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/128.jpeg,https://rickandmortyapi.com/api/character/128
Fulgora,Human,,Female,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/129.jpeg,https://rickandmortyapi.com/api/character/129
Galactic Federation President,Alien,Gromflomite,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/130.jpeg,https://rickandmortyapi.com/api/character/130
Gar Gloonch,Alien,Zombodian,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/131.jpeg,https://rickandmortyapi.com/api/character/131
Gar's Mytholog,Mytholog,,Male,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",Dead,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/132.jpeg,https://rickandmortyapi.com/api/character/132
Garblovian,Alien,Garblovian,Male,"{'name': 'Glaagablaaga', 'url': 'https://rickandmortyapi.com/api/location/36'}",Alive,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/133.jpeg,https://rickandmortyapi.com/api/character/133
Garmanarnar,Alien,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/134.jpeg,https://rickandmortyapi.com/api/character/134
Garment District Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/135.jpeg,https://rickandmortyapi.com/api/character/135
Gazorpazorpfield,Alien,Gazorpian,Male,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/136.jpeg,https://rickandmortyapi.com/api/character/136
Gene,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/137.jpeg,https://rickandmortyapi.com/api/character/137
General Nathan,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/138.jpeg,https://rickandmortyapi.com/api/character/138
General Store Owner,Alien,Cat-Person,Male,"{'name': 'Purge Planet', 'url': 'https://rickandmortyapi.com/api/location/9'}",Dead,"{'name': 'Purge Planet', 'url': 'https://rickandmortyapi.com/api/location/9'}",https://rickandmortyapi.com/api/character/avatar/139.jpeg,https://rickandmortyapi.com/api/character/139
Genital Washer,Human,,Male,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",Alive,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/140.jpeg,https://rickandmortyapi.com/api/character/140
Ghost in a Jar,Alien,"Parasite, Ghost",Genderless,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/141.jpeg,https://rickandmortyapi.com/api/character/141
Gibble Snake,Alien,Animal,unknown,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",Dead,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",https://rickandmortyapi.com/api/character/avatar/142.jpeg,https://rickandmortyapi.com/api/character/142
Glasses Morty,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/143.jpeg,https://rickandmortyapi.com/api/character/143
Glenn,Human,Eat shiter-Person,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/145.jpeg,https://rickandmortyapi.com/api/character/145
Glexo Slim Slom,Alien,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/146.jpeg,https://rickandmortyapi.com/api/character/146
Gobo,Alien,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/147.jpeg,https://rickandmortyapi.com/api/character/147
Goddess Beth,Mytholog,,Female,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",unknown,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/148.jpeg,https://rickandmortyapi.com/api/character/148
Gordon Lunas,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/149.jpeg,https://rickandmortyapi.com/api/character/149
Cornvelious Daniel,Alien,Gromflomite,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Galactic Federation Prison', 'url': 'https://rickandmortyapi.com/api/location/39'}",https://rickandmortyapi.com/api/character/avatar/150.jpeg,https://rickandmortyapi.com/api/character/150
Gwendolyn,Robot,Gazorpian reproduction robot,Female,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}",unknown,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/151.jpeg,https://rickandmortyapi.com/api/character/151
Hammerhead Morty,Humanoid,Hammerhead-Person,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/152.jpeg,https://rickandmortyapi.com/api/character/152
Hamster In Butt,Animal,,unknown,"{'name': 'Hamster in Butt World', 'url': 'https://rickandmortyapi.com/api/location/41'}",Alive,"{'name': 'Hamster in Butt World', 'url': 'https://rickandmortyapi.com/api/location/41'}",https://rickandmortyapi.com/api/character/avatar/153.jpeg,https://rickandmortyapi.com/api/character/153
Hamurai,Alien,Parasite,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/154.jpeg,https://rickandmortyapi.com/api/character/154
Harold,Cronenberg,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/155.jpeg,https://rickandmortyapi.com/api/character/155
Hemorrhage,Human,,Male,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",Alive,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/156.jpeg,https://rickandmortyapi.com/api/character/156
Hole in the Wall Where the Men Can See it All,unknown,Hole,Genderless,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/157.jpeg,https://rickandmortyapi.com/api/character/157
Hookah Alien,Alien,Tuskfish,unknown,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Customs', 'url': 'https://rickandmortyapi.com/api/location/38'}",https://rickandmortyapi.com/api/character/avatar/158.jpeg,https://rickandmortyapi.com/api/character/158
Hunter,Human,Clone,Male,"{'name': 'Earth (Giant Telepathic Spiders Dimension)', 'url': 'https://rickandmortyapi.com/api/location/42'}",Dead,"{'name': 'Earth (Giant Telepathic Spiders Dimension)', 'url': 'https://rickandmortyapi.com/api/location/42'}",https://rickandmortyapi.com/api/character/avatar/159.jpeg,https://rickandmortyapi.com/api/character/159
Hunter's Father,Human,,Male,"{'name': 'Earth (Giant Telepathic Spiders Dimension)', 'url': 'https://rickandmortyapi.com/api/location/42'}",Alive,"{'name': 'Earth (Giant Telepathic Spiders Dimension)', 'url': 'https://rickandmortyapi.com/api/location/42'}",https://rickandmortyapi.com/api/character/avatar/160.jpeg,https://rickandmortyapi.com/api/character/160
Hydrogen-F,Alien,Alphabetrian,Female,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",Alive,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",https://rickandmortyapi.com/api/character/avatar/161.jpeg,https://rickandmortyapi.com/api/character/161
Ice-T,Alien,Alphabetrian,Male,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",Alive,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",https://rickandmortyapi.com/api/character/avatar/162.jpeg,https://rickandmortyapi.com/api/character/162
Ideal Jerry,Mytholog,,Male,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",Dead,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/163.jpeg,https://rickandmortyapi.com/api/character/163
Insurance Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/164.jpeg,https://rickandmortyapi.com/api/character/164
Investigator Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/165.jpeg,https://rickandmortyapi.com/api/character/165
Invisi-trooper,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/166.jpeg,https://rickandmortyapi.com/api/character/166
Izzy,Animal,Cat,unknown,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/167.jpeg,https://rickandmortyapi.com/api/character/167
Jackie,Alien,Gazorpian,Female,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}",Alive,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}",https://rickandmortyapi.com/api/character/avatar/168.jpeg,https://rickandmortyapi.com/api/character/168
Jacob,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/169.jpeg,https://rickandmortyapi.com/api/character/169
Jacqueline,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/170.jpeg,https://rickandmortyapi.com/api/character/170
Jaguar,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/171.jpeg,https://rickandmortyapi.com/api/character/171
Jamey,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/172.jpeg,https://rickandmortyapi.com/api/character/172
Jan-Michael Vincent,Human,,Male,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/173.jpeg,https://rickandmortyapi.com/api/character/173
Jerry 5-126,Human,,Male,"{'name': 'Earth (5-126)', 'url': 'https://rickandmortyapi.com/api/location/17'}",Alive,"{'name': 'Jerryboree', 'url': 'https://rickandmortyapi.com/api/location/44'}",https://rickandmortyapi.com/api/character/avatar/174.jpeg,https://rickandmortyapi.com/api/character/174
Celebrity Jerry,Human,,Male,"{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}",Alive,"{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}",https://rickandmortyapi.com/api/character/avatar/176.jpeg,https://rickandmortyapi.com/api/character/176
Jerry's Mytholog,Mytholog,,Male,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",Dead,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/178.jpeg,https://rickandmortyapi.com/api/character/178
Jessica,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/180.jpeg,https://rickandmortyapi.com/api/character/180
Jessica's Friend,Human,,Female,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/181.jpeg,https://rickandmortyapi.com/api/character/181
Jim,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/182.jpeg,https://rickandmortyapi.com/api/character/182
Johnny Depp,Human,,Male,"{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}",Alive,"{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}",https://rickandmortyapi.com/api/character/avatar/183.jpeg,https://rickandmortyapi.com/api/character/183
Jon,Alien,Gazorpian,Male,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}",Alive,"{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/184.jpeg,https://rickandmortyapi.com/api/character/184
Joseph Eli Lipkip,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/185.jpeg,https://rickandmortyapi.com/api/character/185
Joyce Smith,Human,,Female,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/186.jpeg,https://rickandmortyapi.com/api/character/186
Juggling Rick,Human,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/187.jpeg,https://rickandmortyapi.com/api/character/187
Karen Entity,Alien,Unknown-nippled alien,Female,"{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}",Alive,"{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}",https://rickandmortyapi.com/api/character/avatar/188.jpeg,https://rickandmortyapi.com/api/character/188
Katarina,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",Dead,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/189.jpeg,https://rickandmortyapi.com/api/character/189
Keara,Alien,Krootabulan,Female,"{'name': 'Krootabulon', 'url': 'https://rickandmortyapi.com/api/location/45'}",Alive,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/190.jpeg,https://rickandmortyapi.com/api/character/190
Kevin,Alien,Zigerion,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': ""Zigerion's Base"", 'url': 'https://rickandmortyapi.com/api/location/46'}",https://rickandmortyapi.com/api/character/avatar/191.jpeg,https://rickandmortyapi.com/api/character/191
King Flippy Nips,Alien,Plutonian,Male,"{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}",Alive,"{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}",https://rickandmortyapi.com/api/character/avatar/192.jpeg,https://rickandmortyapi.com/api/character/192
King Jellybean,Alien,Jellybean,Male,"{'name': 'Fantasy World', 'url': 'https://rickandmortyapi.com/api/location/48'}",Dead,"{'name': 'Fantasy World', 'url': 'https://rickandmortyapi.com/api/location/48'}",https://rickandmortyapi.com/api/character/avatar/193.jpeg,https://rickandmortyapi.com/api/character/193
Kozbian,Alien,Tentacle alien,unknown,"{'name': 'unknown', 'url': ''}",Alive,"{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/194.jpeg,https://rickandmortyapi.com/api/character/194
Kristen Stewart,Human,,Female,"{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}",Alive,"{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}",https://rickandmortyapi.com/api/character/avatar/195.jpeg,https://rickandmortyapi.com/api/character/195
Krombopulos Michael,Alien,Gromflomite,Male,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/196.jpeg,https://rickandmortyapi.com/api/character/196
Kyle,Humanoid,Miniverse inhabitant,Male,"{'name': ""Zeep Xanflorp's Miniverse"", 'url': 'https://rickandmortyapi.com/api/location/49'}",Dead,"{'name': ""Kyle's Teenyverse"", 'url': 'https://rickandmortyapi.com/api/location/50'}",https://rickandmortyapi.com/api/character/avatar/197.jpeg,https://rickandmortyapi.com/api/character/197
Lady Katana,Humanoid,Cyborg,Female,"{'name': 'unknown', 'url': ''}",Dead,"{'name': 'Dorian 5', 'url': 'https://rickandmortyapi.com/api/location/29'}",https://rickandmortyapi.com/api/character/avatar/198.jpeg,https://rickandmortyapi.com/api/character/198
Larva Alien,Alien,Larva alien,unknown,"{'name': ""Larva Alien's Planet"", 'url': 'https://rickandmortyapi.com/api/location/51'}",Alive,"{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/199.jpeg,https://rickandmortyapi.com/api/character/199
Lawyer Morty,Human,,Male,"{'name': 'unknown', 'url': ''}",unknown,"{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/200.jpeg,https://rickandmortyapi.com/api/character/200
Leonard Smith,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",Alive,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/201.jpeg,https://rickandmortyapi.com/api/character/201
